artist_name,artist_url,date,datetime,difficulty,duration,hits,id,part,preset_id,rating,song_name,tab_url,tonality_name,tp_version,tracks,tuning,type,type_name,version,version_description,votes
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1436830120,2015-07-13,,,3064.0,1751909,,13613.0,4.886,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_chords_1751909,,0.0,,Standard,Chords,Chords,1.0,,11
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1437222114,2015-07-18,,,1108.0,1752283,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_chords_1752283,,0.0,,Standard,Chords,Chords,2.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1013558400,2002-02-12,,,6103.0,23606,solo,13613.0,3.8226699999999996,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_tabs_23606,,0.0,,Standard,Tabs,Tab,1.0,,6
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1004486400,2001-10-30,,,69104.0,17891,,13613.0,4.48854,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_tabs_17891,,0.0,,Standard,Tabs,Tab,1.0,,49
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1011744000,2002-01-22,,,13003.0,22637,,13613.0,4.495430000000001,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_tabs_22637,,0.0,,Standard,Tabs,Tab,2.0,,18
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1055894400,2003-06-17,,,29558.0,54001,,13613.0,3.75811,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_tabs_54001,,0.0,,Standard,Tabs,Tab,3.0,,16
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1287360001,2010-10-17,novice,,20953.0,996175,,13613.0,4.70035,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_tabs_996175,,0.0,,Standard,Tabs,Tab,4.0,,9
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,978307200,2000-12-31,,,1880.0,215487,,13613.0,3.4862900000000003,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_guitar_pro_215487,,2.0,,Standard,Pro,Guitar Pro,1.0,,4
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,978307200,2000-12-31,,,5765.0,215488,,13613.0,4.26185,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_guitar_pro_215488,,3.0,,Standard,Pro,Guitar Pro,2.0,,10
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1202515201,2008-02-08,,,6499.0,637088,,13613.0,4.49127,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_guitar_pro_637088,,6.0,,Standard,Pro,Guitar Pro,3.0,,8
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1240012801,2009-04-17,,,2508.0,814674,,13613.0,4.05771,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_guitar_pro_814674,,7.0,,Standard,Pro,Guitar Pro,4.0,,4
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,978307200,2000-12-31,,,557.0,297050,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_power_297050,,1.0,,Standard,Power,Power,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1172448001,2007-02-25,,,896.0,478440,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_power_478440,,4.0,,Standard,Power,Power,2.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1186185601,2007-08-03,,,187.0,558455,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_power_558455,,5.0,,Standard,Power,Power,3.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1078185600,2004-03-01,,,6655.0,107189,,13613.0,4.01757,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_bass_107189,,0.0,,Standard,Bass Tabs,Bass,1.0,,20
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1103155200,2004-12-15,,,7200.0,152111,,13613.0,4.24043,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_bass_152111,,0.0,,Standard,Bass Tabs,Bass,2.0,,7
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1257552001,2009-11-06,novice,,3828.0,890427,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_bass_890427,,0.0,,Standard,Bass Tabs,Bass,3.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1283904001,2010-09-07,novice,,4800.0,985908,,13613.0,4.8005,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_bass_985908,,0.0,,Standard,Bass Tabs,Bass,4.0,,5
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1434814843,2015-06-20,,,87.0,1746376,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_bass_1746376,,0.0,,Standard,Bass Tabs,Bass,5.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1287446401,2010-10-18,novice,,357.0,996918,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_video_996918,,0.0,,Standard,Video,Video,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1324512001,2011-12-21,,,711.0,1368408,,13613.0,0.0,Reckless Abandon,https://tabs.ultimate-guitar.com/tab/blink-182/reckless_abandon_ukulele_1368408,,0.0,,G C E A,Ukulele Chords,Ukulele,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1006646400,2001-11-24,,,1586.0,20531,,0.0,4.8005,Red Skies,https://tabs.ultimate-guitar.com/tab/blink-182/red_skies_tabs_20531,,0.0,,Standard,Tabs,Tab,1.0,,5
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1190073601,2007-09-17,,,362.0,578950,,0.0,0.0,Red Skies,https://tabs.ultimate-guitar.com/tab/blink-182/red_skies_tabs_578950,,0.0,,Standard,Tabs,Tab,2.0,,0
Blink-182,,1246838401,2009-07-05,,2:14,,845411,,,3.06735,Reebok Commercial,https://www.ultimate-guitar.com/pro/?utm_source=UltimateGuitar&utm_medium=Artists&utm_campaign=UG+Artists&artist=Blink-182&song=Reebok%20Commercial,,,"Distortion Guitar (x2), Drums, Electric Bass (finger)",,,,,,3
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1243209601,2009-05-24,,,349.0,828835,,0.0,0.0,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_chords_828835,,0.0,,Standard,Chords,Chords,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1019692800,2002-04-24,,,957.0,28456,solo,0.0,0.0,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_tabs_28456,,0.0,,Standard,Tabs,Tab,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1050364800,2003-04-14,,,4078.0,49682,,0.0,4.040369999999999,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_tabs_49682,,0.0,,Standard,Tabs,Tab,1.0,,7
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1088380800,2004-06-27,,,902.0,124033,,0.0,4.06735,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_tabs_124033,,0.0,,Standard,Tabs,Tab,2.0,,3
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1507810360,2017-10-12,intermediate,,22.0,2200513,,0.0,0.0,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_tabs_2200513,,0.0,,Standard,Tabs,Tab,3.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1246838401,2009-07-05,novice,,1380.0,845411,,0.0,3.06735,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_guitar_pro_845411,,2.0,,Standard,Pro,Guitar Pro,1.0,,3
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,978307200,2000-12-31,,,304.0,297051,,0.0,0.0,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_power_297051,,1.0,,Standard,Power,Power,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1004486400,2001-10-30,,,941.0,18048,,0.0,4.48629,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_bass_18048,,0.0,,Standard,Bass Tabs,Bass,1.0,,4
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1252281601,2009-09-06,,,128.0,869166,,0.0,0.0,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_drums_869166,,0.0,,Standard,Drum Tabs,Drums,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1243209601,2009-05-24,,,50.0,1324964,,0.0,0.0,Reebok Commercial,https://tabs.ultimate-guitar.com/tab/blink-182/reebok_commercial_ukulele_1324964,,0.0,,G C E A,Ukulele Chords,Ukulele,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1442637216,2015-09-19,,,133.0,1768222,,0.0,0.0,Rich Lips,https://tabs.ultimate-guitar.com/tab/blink-182/rich_lips_chords_1768222,,0.0,,Standard,Chords,Chords,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1062028800,2003-08-27,,,2742.0,61006,,0.0,0.0,Rich Lips,https://tabs.ultimate-guitar.com/tab/blink-182/rich_lips_tabs_61006,,0.0,,Standard,Tabs,Tab,1.0,,0
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1091059200,2004-07-28,,,602.0,129304,intro,0.0,2.8005,Rich Lips Live,https://tabs.ultimate-guitar.com/tab/blink-182/rich_lips_live_tabs_129304,,0.0,,Standard,Tabs,Tab,1.0,,5
Blink-182,,1489782647,2017-03-17,,2:36,,1964369,,,4.5505,Rock Show,https://www.ultimate-guitar.com/pro/?utm_source=UltimateGuitar&utm_medium=Artists&utm_campaign=UG+Artists&utm_content=Official+Version&artist=Blink-182&song=Rock%20Show,,,"Lead 6 (voice) (x2), Distortion Guitar (x2), Overdriven Guitar, Electric Bass (pick), Drums, Acoustic Guitar (steel) (x2)",,,,,,5
Blink-182,,978307200,2000-12-31,,2:38,,215489,,,4.0192,Rock Show,https://www.ultimate-guitar.com/pro/?utm_source=UltimateGuitar&utm_medium=Artists&utm_campaign=UG+Artists&artist=Blink-182&song=Rock%20Show,,,"Distortion Guitar, Overdriven Guitar, Electric Bass (pick), Drums, Tenor Sax, Electric Piano 2, Lead 1 (square)",,,,,,18
Blink-182,https://www.ultimate-guitar.com/artist/blink-182_1930,1104537600,2004-12-31,,,162165.0,202544,,602.0,4.09248,Rock Show,https://tabs.ultimate-guitar.com/tab/blink-182/rock_show_chords_202544,,0.0,,Standard,Chords,Chords,1.0,,23
